"EWZ.Open" "EWZ.High" "EWZ.Low" "EWZ.Close" "EWZ.Volume" "EWZ.Adjusted"
"2007-10-08" 77.400002 77.5 76.239998 77.419998 7924500 58.476237
"2007-10-09" 78.089996 79.620003 77.910004 79.279999 12653400 59.881118
"2007-10-10" 78.900002 79.370003 78.139999 79.18 11697500 59.805588
"2007-10-11" 80.220001 80.849998 76.220001 77.669998 20773400 58.665065
"2007-10-12" 77.800003 79.739998 77.550003 79.739998 12518400 60.22856
"2007-10-15" 80 80.290001 77.580002 78.800003 17620400 59.518571
"2007-10-16" 77.57 77.690002 76.169998 76.75 14381600 57.97018
"2007-10-17" 78.599998 78.839996 75.949997 78.800003 14593600 59.518571
"2007-10-18" 77.260002 80.239998 77.160004 79.879997 13139000 60.334303
"2007-10-19" 79.93 79.940002 75.57 75.669998 21773500 57.154442
"2007-10-22" 73.849998 76.019997 72.720001 75.599998 18611300 57.10157
"2007-10-23" 77.669998 78.75 77.019997 78.639999 10873100 59.397718
"2007-10-24" 78.150002 78.690002 76.089996 78.5 15868500 59.291975
"2007-10-25" 79.230003 79.739998 77.919998 79.739998 15561000 60.22856
"2007-10-26" 80.919998 82.580002 80.190002 82.57 10430300 62.366094
"2007-10-29" 83.75 85.25 83.620003 84.440002 12236600 63.778529
"2007-10-30" 84 84.57 83.080002 83.150002 8782200 62.804176
"2007-10-31" 84.709999 86.800003 84.050003 85.599998 14505700 64.654688
"2007-11-01" 83.449997 84.379997 82.440002 83.18 15480500 62.826835
"2007-11-02" 83.959999 84.300003 80.970001 83.199997 13920600 62.841938
"2007-11-05" 81.089996 82.199997 80.540001 81.449997 12047900 61.520143
"2007-11-06" 84.18 85.110001 83.099998 85 11168700 64.201502
"2007-11-07" 84.400002 84.919998 81.129997 81.870003 14871700 61.837378
"2007-11-08" 84 87.669998 82.57 86.150002 28721800 65.070112
"2007-11-09" 85.5 85.5 81.900002 83.260002 20596400 62.887261
"2007-11-12" 82.480003 82.529999 75.650002 76.050003 24290000 57.441464
"2007-11-13" 79.709999 83.019997 79.709999 82.57 17256600 62.366094
"2007-11-14" 85.650002 85.769997 82.57 83.849998 20780800 63.332892
"2007-11-15" 82.860001 82.910004 79.919998 81.349998 16285800 61.444613
"2007-11-16" 84.449997 84.720001 82.610001 84.150002 18264000 63.559488
"2007-11-19" 83.379997 83.379997 79.580002 80.199997 13531000 60.576003
"2007-11-20" 81.5 83.379997 79 81.379997 17117400 61.467271
"2007-11-21" 79.199997 79.199997 75.800003 76.650002 21621100 57.89465
"2007-11-23" 76.68 77.949997 76.68 77.440002 9613900 58.491347
"2007-11-26" 77.239998 77.709999 72.040001 72.5 21376100 54.760105
"2007-11-27" 72.860001 75.029999 71 74.300003 21997200 56.119668
"2007-11-28" 77.449997 80.199997 77 79.699997 18292400 60.198347
"2007-11-29" 79.699997 81.540001 78.639999 79.650002 16360400 60.160585
"2007-11-30" 82.199997 82.660004 79.800003 80.949997 16183200 61.142487
"2007-12-03" 80.599998 81.099998 79.730003 80.900002 12485200 61.104725
"2007-12-04" 79 80.459999 78.419998 79.879997 13362200 60.334303
"2007-12-05" 82.410004 83.940002 81.93 83.400002 14970900 62.993004
"2007-12-06" 83.480003 85.849998 83.349998 85.5 11511100 64.579158
"2007-12-07" 85.849998 86.059998 84.910004 85.669998 10581100 64.707559
"2007-12-10" 85.269997 85.959999 84.589996 85.300003 10849700 64.428098
"2007-12-11" 85.839996 87 80.900002 82.080002 17948500 61.995993
"2007-12-12" 86.080002 87 83 85.080002 18539100 64.261928
"2007-12-13" 82.839996 83.370003 80 82.400002 14733600 62.237692
"2007-12-14" 80.279999 81.75 79.230003 80 12972200 60.424943
"2007-12-17" 78.470001 78.470001 74.989998 75.559998 18643100 57.071357
"2007-12-18" 78.25 78.349998 75.120003 78.139999 16271400 59.020063
"2007-12-19" 78.25 79.089996 77.519997 78.400002 12887000 59.216445
"2007-12-20" 80.010002 80.230003 78.57 79.220001 14385700 59.835801
"2007-12-21" 80.839996 81.75 80.639999 81.75 10317300 61.746739
"2007-12-24" 81.449997 82.519997 81.150002 82.419998 3054600 63.181781
"2007-12-26" 81.610001 83.120003 81 82.720001 5871200 63.411759
"2007-12-27" 82.400002 82.449997 81.489998 82.110001 5819700 62.944142
"2007-12-28" 82.349998 82.57 81.139999 81.769997 5799500 62.683501
"2007-12-31" 81.650002 81.919998 80.5 80.699997 4164500 61.863257
"2008-01-02" 82 82.099998 80.110001 80.949997 15429200 62.054903
"2008-01-03" 81.010002 81.690002 80.610001 80.610001 8064600 61.794268
"2008-01-04" 79.5 79.610001 77.18 78 13878100 59.793485
"2008-01-07" 77.910004 78.400002 75.349998 77.260002 16179000 59.226215
"2008-01-08" 78.949997 80.32 76.949997 77.25 16632700 59.218548
"2008-01-09" 78.059998 80.550003 77.419998 80.470001 18529900 61.686947
"2008-01-10" 79.809998 82.279999 79.18 81.519997 21958900 62.491855
"2008-01-11" 80.25 80.82 78.589996 79.129997 14909400 60.659722
"2008-01-14" 80.480003 80.580002 79.199997 79.849998 9262200 61.211663
"2008-01-15" 78.449997 78.629997 75.660004 76.18 19775000 58.398304
"2008-01-16" 75.110001 75.75 71.650002 72.779999 25291100 55.79192
"2008-01-17" 74.309998 74.480003 68.949997 69.75 29481000 53.469174
"2008-01-18" 71.610001 72.080002 68.629997 70.839996 22734500 54.304747
"2008-01-22" 65.360001 70.279999 65.010002 69.589996 29287500 53.346518
"2008-01-23" 66.110001 69.910004 64 69.260002 26904800 53.09355
"2008-01-24" 69.870003 72.639999 69.870003 71.849998 19010100 55.078998
"2008-01-25" 73.779999 74.739998 70.889999 73.699997 18013000 56.497175
"2008-01-28" 71.25 74.230003 70.379997 73.879997 18967600 56.635161
"2008-01-29" 75.239998 75.330002 73.800003 74.900002 13988400 57.417079
"2008-01-30" 74.139999 77.379997 73.519997 74.599998 18514100 57.187101
"2008-01-31" 73 76.720001 72.510002 76.489998 18349700 58.635943
"2008-02-01" 76.75 78.330002 76.519997 77.949997 17810200 59.755154
"2008-02-04" 78.349998 78.459999 77.43 78.290001 10561900 60.015795
"2008-02-05" 76.199997 76.75 73.300003 73.870003 18114300 56.627499
"2008-02-06" 74.309998 75.660004 72.940002 73.790001 18702000 56.566171
"2008-02-07" 74.089996 75.989998 72.099998 75.389999 18039200 57.792703
"2008-02-08" 74.660004 75.809998 74.379997 75.110001 13644300 57.57806
"2008-02-11" 75.779999 77.989998 75.190002 77.760002 13340900 59.609507
"2008-02-12" 79.160004 81.040001 77.75 78.699997 21728600 60.330091
"2008-02-13" 79.82 80.400002 78.940002 80.360001 12955500 61.602622
"2008-02-14" 80.790001 80.879997 78.470001 78.650002 14270300 60.291765
"2008-02-15" 77.980003 78.699997 77.040001 78.699997 12094400 60.330091
"2008-02-19" 82 82.25 80.150002 80.629997 14695700 61.809597
"2008-02-20" 80.010002 83.519997 79.43 83.260002 14686500 63.825714
"2008-02-21" 84.650002 84.900002 82.690002 83.199997 16537200 63.779715
"2008-02-22" 84.68 84.68 82.32 84.389999 14575700 64.691951
"2008-02-25" 84.199997 85.389999 83.290001 85 14288600 65.159567
"2008-02-26" 84.540001 86.809998 84.120003 86.519997 13911400 66.324771
"2008-02-27" 86.209999 88.540001 86 88.230003 17909000 67.635633
"2008-02-28" 87.75 88.769997 87.440002 88.169998 13273000 67.589634
"2008-02-29" 86.800003 86.93 83.150002 83.529999 21531400 64.032689
"2008-03-03" 83.279999 85.980003 82.919998 85.760002 14919500 65.742172
"2008-03-04" 85.019997 85.559998 81.660004 83.82 19154900 64.254999
"2008-03-05" 84.809998 86.230003 84.169998 86.199997 16905900 66.079465
"2008-03-06" 85.830002 85.949997 82.209999 82.339996 18587200 63.120453
"2008-03-07" 80.959999 82.769997 80.459999 80.809998 18916200 61.947582
"2008-03-10" 80.919998 80.980003 77.699997 78.099998 20764100 59.870142
"2008-03-11" 80.82 85.290001 78.75 82.25 19477300 63.051464
"2008-03-12" 82.639999 83.730003 81.779999 82.419998 16117000 63.181781
"2008-03-13" 79.93 82.169998 78.150002 81.550003 23648500 62.514858
"2008-03-14" 82.970001 83.190002 78.43 80.139999 20810000 61.433973
"2008-03-17" 76.32 79 75.519997 77 27635300 59.026902
"2008-03-18" 79.339996 81.089996 78.529999 80.860001 18063200 61.985914
"2008-03-19" 81.25 81.269997 74.510002 74.82 27417100 57.355751
"2008-03-20" 73.699997 75.080002 72.110001 74.779999 22579000 57.325087
"2008-03-24" 75.699997 77.589996 74.959999 75.589996 16882200 57.946017
"2008-03-25" 77 78.519997 76.400002 78.330002 16501100 60.046459
"2008-03-26" 79.220001 79.639999 77.360001 79.230003 14386900 60.736385
"2008-03-27" 79.870003 79.989998 77.379997 77.730003 12652500 59.58651
"2008-03-28" 77.540001 77.690002 76.449997 76.870003 13652400 58.927248
"2008-03-31" 76.489998 77.830002 76.199997 77.029999 9704000 59.049899
"2008-04-01" 78 79.970001 77.480003 79.879997 13167000 61.234659
"2008-04-02" 80.760002 82.300003 79.940002 81.400002 15630400 62.399869
"2008-04-03" 80.720001 83.760002 80.720001 82.720001 14489800 63.411759
"2008-04-04" 82.790001 84.239998 82.629997 83.699997 13811000 64.163007
"2008-04-07" 85 85.879997 83.339996 83.690002 10201700 64.155345
"2008-04-08" 82.900002 85.120003 82.550003 84.599998 10906800 64.852933
"2008-04-09" 84.940002 85.389999 83.239998 83.949997 10706200 64.354653
"2008-04-10" 83.949997 84.639999 82.620003 84.080002 9370700 64.454312
"2008-04-11" 83.089996 83.75 82.279999 82.660004 8391400 63.365766
"2008-04-14" 82.160004 84.379997 81.360001 83.139999 12625000 63.733722
"2008-04-15" 84.040001 84.459999 83.339996 84.150002 8194100 64.507973
"2008-04-16" 85.739998 87.190002 85.550003 86.93 14150200 66.639073
"2008-04-17" 86.440002 88.279999 86.209999 87.790001 14112200 67.298335
"2008-04-18" 87.800003 88.559998 86.879997 87.769997 12362300 67.283
"2008-04-21" 88.050003 89.989998 87.559998 89.419998 8314900 68.547863
"2008-04-22" 88.839996 90.440002 88.589996 89.209999 11681500 68.386882
"2008-04-23" 89.120003 89.5 88.120003 88.650002 10554500 67.957597
"2008-04-24" 88.25 88.400002 86.199997 86.389999 12142300 66.225117
"2008-04-25" 87.089996 87.660004 86.050003 87.599998 9145500 67.152682
"2008-04-28" 88.75 88.809998 87.099998 87.129997 8493900 66.792387
"2008-04-29" 86.389999 86.389999 83.529999 83.93 11493200 64.339324
"2008-04-30" 85 93.510002 84.739998 90.32 29863000 69.237789
"2008-05-01" 91.489998 93.800003 90.129997 91.82 20814000 70.387664
"2008-05-02" 95.209999 95.519997 92.75 93.400002 17122800 71.598867
"2008-05-05" 93.419998 94.32 92.919998 93.849998 11619300 71.943827
"2008-05-06" 93.220001 94.400002 92.830002 94.400002 11195200 72.36545
"2008-05-07" 94.669998 94.720001 90.93 91.419998 14216600 70.08103
"2008-05-08" 92 92.919998 91.050003 92.400002 10583700 70.832284
"2008-05-09" 91.519997 92.879997 90.839996 92.879997 8162300 71.20024
"2008-05-12" 93.400002 94.889999 92.059998 94.709999 9493300 72.603089
"2008-05-13" 95.510002 95.830002 94.470001 95.019997 11097700 72.840728
"2008-05-14" 95.269997 96.029999 94.150002 94.25 8834700 72.250461
"2008-05-15" 95.099998 97 94.769997 96.830002 10369200 74.228247
"2008-05-16" 98.129997 99.690002 98.059998 99.540001 12181300 76.305687
"2008-05-19" 100.169998 102.010002 99.07 100.029999 15449000 76.681311
"2008-05-20" 99.199997 100.57 98.129997 100.470001 14820000 77.018609
"2008-05-21" 100.900002 101.489998 98.419998 98.75 14657300 75.700086
"2008-05-22" 99.199997 99.620003 97.160004 97.480003 9773100 74.726528
"2008-05-23" 98.260002 98.440002 95.970001 97.449997 11263700 74.703525
"2008-05-27" 97.07 97.629997 94.989998 95.760002 11999700 73.408004
"2008-05-28" 96.470001 99.5 95.029999 99.209999 12813600 76.052713
"2008-05-29" 99.470001 102.209999 97.419998 97.580002 18845100 74.803185
"2008-05-30" 99.300003 100.160004 98.290001 99.239998 10783300 76.07571
"2008-06-02" 98.25 99.480003 97.5 98.43 10978300 75.454779
"2008-06-03" 98.5 98.5 95.160004 95.599998 14107600 73.285347
"2008-06-04" 94.639999 94.879997 93.010002 93.099998 16948600 71.36889
"2008-06-05" 94.309998 97.349998 94.110001 97.32 12947600 74.603871
"2008-06-06" 97.349998 97.550003 94.699997 94.800003 12576300 72.672084
"2008-06-09" 95.059998 95.510002 93.360001 94.68 8863800 72.580092
"2008-06-10" 92.75 93.040001 90.129997 91.449997 17760300 70.104026
"2008-06-11" 91.330002 91.809998 89.879997 90.010002 13812600 69.00015
"2008-06-12" 90.589996 91.860001 90.300003 90.830002 11698000 69.628748
"2008-06-13" 91.440002 92 90.279999 90.82 11323900 69.621081
"2008-06-16" 90.639999 92.449997 90.559998 91.760002 10477600 70.341671
"2008-06-17" 93.690002 95.040001 92.919998 94 9144700 72.058816
"2008-06-18" 93.690002 93.75 91.879997 92.889999 13741200 71.207908
"2008-06-19" 93 93.059998 91.360001 92 15482200 70.525649
"2008-06-20" 91.699997 91.779999 88.860001 89.099998 19744500 68.302557
"2008-06-23" 89.169998 89.93 88.470001 89.150002 14142500 68.340889
"2008-06-24" 88.940002 90.32 88.040001 88.919998 15728400 68.164572
"2008-06-25" 88.870003 92.290001 88.669998 91.459999 22156700 70.614382
"2008-06-26" 89.650002 90.32 88.050003 88.440002 18149300 68.282705
"2008-06-27" 88.099998 89.269997 87.839996 88.620003 14135900 68.421679
"2008-06-30" 89.75 90.580002 89.290001 89.290001 11887600 68.938971
"2008-07-01" 87.389999 88.739998 86.360001 87.779999 16154000 67.77313
"2008-07-02" 88.830002 88.970001 83.830002 83.959999 18822300 64.823786
"2008-07-03" 84.449997 84.949997 81.940002 83.059998 14003700 64.128914
"2008-07-07" 82.919998 84.099998 81.25 81.849998 19531500 63.194698
"2008-07-08" 81.230003 81.889999 79.43 81.760002 20317200 63.125214
"2008-07-09" 82.209999 82.239998 78.959999 79.309998 14114000 61.233616
"2008-07-10" 79.309998 82.360001 79.029999 82.150002 21395600 63.426325
"2008-07-11" 81.5 83.360001 80.68 81.639999 18336400 63.032562
"2008-07-14" 83.449997 83.5 82.349998 82.580002 13114200 63.758319
"2008-07-15" 81.32 83.629997 78.849998 82.459999 19423800 63.665667
"2008-07-16" 82.599998 83.510002 81.769997 83.349998 13294800 64.352817
"2008-07-17" 83.209999 83.720001 79.919998 80.800003 14345000 62.384019
"2008-07-18" 80.800003 82.330002 80.029999 80.919998 12705600 62.476664
"2008-07-21" 81.800003 82.82 81.779999 82.589996 9092900 63.766035
"2008-07-22" 81.57 81.800003 80.529999 81.43 9645800 62.870426
"2008-07-23" 80.970001 81.589996 80.099998 80.199997 11674500 61.920766
"2008-07-24" 80.510002 80.720001 77.370003 77.5 13685600 59.836154
"2008-07-25" 76.699997 78.150002 76.330002 77.400002 9560400 59.758947
"2008-07-28" 78.139999 78.709999 76.940002 77.139999 8216400 59.558205
"2008-07-29" 78.199997 78.629997 77.629997 78.550003 8327500 60.64684
"2008-07-30" 80.580002 82.599998 80.239998 82.43 13003200 63.642506
"2008-07-31" 81.900002 82.190002 81 81.239998 8721900 62.723729
"2008-08-01" 80.989998 81.169998 78.68 79.080002 9320400 61.056041
"2008-08-04" 77.690002 78 75.010002 75.650002 13796400 58.407808
"2008-08-05" 75.790001 77.019997 74.800003 75.870003 12141300 58.577667
"2008-08-06" 76.339996 77.900002 76.150002 77.5 8896400 59.836154
"2008-08-07" 77.230003 77.470001 75.25 75.910004 8434700 58.608551
"2008-08-08" 74.419998 75.269997 74.059998 74.610001 7185800 57.604845
"2008-08-11" 74.760002 74.970001 71.529999 72.050003 15223100 55.628324
"2008-08-12" 71.870003 72.790001 70.790001 70.889999 10007600 54.732709
"2008-08-13" 70.279999 73.059998 70.199997 72.449997 11483800 55.937151
"2008-08-14" 72.919998 73.809998 71.75 72.220001 8416200 55.759576
"2008-08-15" 71.599998 71.940002 69.779999 70.300003 9277600 54.277185
"2008-08-18" 71.389999 71.389999 68.699997 69.220001 8939300 53.443338
"2008-08-19" 67.720001 71.199997 67.660004 70.529999 11265700 54.45476
"2008-08-20" 72.260002 73.709999 71.809998 73.339996 9519400 56.624301
"2008-08-21" 74.309998 75.489998 73.769997 74.730003 8462200 57.697497
"2008-08-22" 75.239998 75.370003 72.949997 73.660004 7459000 56.871372
"2008-08-25" 73.690002 73.730003 71.489998 71.739998 9797800 55.388975
"2008-08-26" 71.410004 72.489998 71.059998 71.480003 7823400 55.188239
"2008-08-27" 72.669998 73.82 72.169998 73.589996 7148700 56.817321
"2008-08-28" 75.019997 75.190002 73.449997 74.309998 7052600 57.373219
"2008-08-29" 74.43 74.940002 73.110001 73.379997 4970700 56.655185
"2008-09-02" 70.790001 71.889999 69.709999 70.099998 11414500 54.122765
"2008-09-03" 69.919998 71.330002 67.510002 68.739998 11956700 53.072737
"2008-09-04" 67.940002 68.239998 64.099998 64.889999 18460100 50.100232
"2008-09-05" 63.130001 64.739998 61.740002 64.43 18280600 49.745077
"2008-09-08" 67.25 67.489998 62.639999 63.049999 23604200 48.679606
"2008-09-09" 61.220001 62.049999 57.990002 58.389999 22174900 45.081716
"2008-09-10" 59.310001 60.389999 57.02 59.950001 24011700 46.286161
"2008-09-11" 57.150002 60.810001 56.900002 60.650002 22481900 46.826617
"2008-09-12" 61.150002 64.160004 60.799999 63.77 22671600 49.235504
"2008-09-15" 58.529999 61.169998 57.450001 57.799999 29446100 44.626189
"2008-09-16" 54.41 58.889999 53.59 58.599998 31477900 45.243852
"2008-09-17" 56.84 56.950001 52.860001 53.240002 32248200 41.105509
"2008-09-18" 54.5 56.939999 50.59 55 29223100 42.464367
"2008-09-19" 63 65 60.52 63.299999 28347700 48.872626
"2008-09-22" 64.370003 64.790001 62.790001 62.950001 20275500 48.602399
"2008-09-23" 62.099998 62.849998 58 58.93 22246500 45.49864
"2008-09-24" 59.75 60.419998 58.5 58.779999 12053300 45.382827
"2008-09-25" 61 62.669998 60.48 61.939999 16532300 47.822597
"2008-09-26" 59.830002 60.369999 58.720001 60.279999 14431700 46.540946
"2008-09-29" 55.849998 55.919998 48.66 50.990002 30342700 39.36833
"2008-09-30" 53.299999 56.57 53.16 56.310001 21988300 43.475793
"2008-10-01" 56.09 56.639999 53.41 56.25 17278600 43.429467
"2008-10-02" 53.790001 53.900002 48.380001 49.459999 22342400 38.187047
"2008-10-03" 50.5 52.619999 46.860001 47.400002 28574800 36.596565
"2008-10-06" 40.959999 43.099998 37.669998 42.759998 40806400 33.014114
"2008-10-07" 43.310001 44.040001 37.84 38.25 35136400 29.532037
"2008-10-08" 34.09 39.810001 33.75 37 42437400 28.566938
"2008-10-09" 39.639999 41.490002 35.240002 35.709999 32847900 27.570955
"2008-10-10" 32.209999 36.23 31.27 34.439999 34882700 26.590414
"2008-10-13" 39.049999 44 37.400002 43.25 31200800 33.392434
"2008-10-14" 47 47.400002 41.830002 43.509998 33349000 33.593174
"2008-10-15" 40.639999 40.650002 34.700001 34.970001 30325800 26.999618
"2008-10-16" 36.610001 37.380001 32.900002 36.900002 31944400 28.489731
"2008-10-17" 36.810001 40.389999 34 37.52 30717100 28.96842
"2008-10-20" 38.73 41.029999 38.5 40.75 21666700 31.462236
"2008-10-21" 38.240002 39.75 37.259998 37.84 19133100 29.215485
"2008-10-22" 34.779999 35.259998 30.370001 32.84 28418300 25.355088
"2008-10-23" 31.450001 34.580002 30.879999 32.889999 27729900 25.393691
"2008-10-24" 28.74 31 28.389999 29.940001 27774800 23.116058
"2008-10-27" 30.059999 30.690001 28.559999 28.99 21522500 22.382582
"2008-10-28" 31.360001 33.919998 29.889999 33.580002 28305000 25.926428
"2008-10-29" 33.709999 37.25 32.099998 35.57 28886100 27.462864
"2008-10-30" 37.259998 39.700001 37.259998 39.09 29306900 30.180584
"2008-10-31" 37.259998 38.959999 37 37.66 19577300 29.07651
"2008-11-03" 38.369999 39.220001 37.580002 38.790001 13145800 29.948961
"2008-11-04" 40.310001 43.349998 40.240002 42.599998 24932800 32.890582
"2008-11-05" 41.040001 41.849998 37.259998 38 25900000 29.339018
"2008-11-06" 37.610001 37.93 34.610001 35.959999 25206400 27.763975
"2008-11-07" 37.200001 38.52 36.5 38.02 22419800 29.354459
"2008-11-10" 39.639999 40.09 36.700001 38.18 18616300 29.477992
"2008-11-11" 36.360001 37.77 35.169998 36.869999 19791300 28.466567
"2008-11-12" 34.889999 35.110001 32.400002 33.150002 25329700 25.594434
"2008-11-13" 33.869999 37.5 31.110001 37.240002 39333500 28.752238
"2008-11-14" 34.779999 35.93 33.73 34.549999 25909500 26.675343
"2008-11-17" 33.599998 35.41 33.060001 33.799999 22618700 26.096283
"2008-11-18" 33.959999 34.48 31.75 33.209999 20862200 25.640756
"2008-11-19" 32.099998 32.599998 29.610001 30.200001 24725000 23.316799
"2008-11-20" 29.469999 30 26.639999 26.889999 28868400 20.761215
"2008-11-21" 29.52 29.799999 27.65 29.360001 25033300 22.668252
"2008-11-24" 30.68 33.290001 30.540001 31.68 29872700 24.459476
"2008-11-25" 34.080002 34.200001 31.91 33.009998 24582000 25.48634
"2008-11-26" 32.57 36.599998 32.43 36.290001 19280500 28.018762
"2008-11-28" 35.299999 35.639999 34.549999 35.16 8019400 27.146312
"2008-12-01" 32.689999 32.77 30.93 31.059999 21376900 23.980786
"2008-12-02" 31.940001 32.490002 31.09 32.360001 18171300 24.98449
"2008-12-03" 31.33 32.290001 30.129999 31.49 19486700 24.31278
"2008-12-04" 31.1 31.860001 29.469999 30.25 16327800 23.355402
"2008-12-05" 29.299999 32.139999 28.65 31.719999 18491000 24.490358
"2008-12-08" 32.830002 34.060001 32.540001 33.150002 24356800 25.594434
"2008-12-09" 33.040001 34.459999 32.82 33.32 16118000 25.725686
"2008-12-10" 34.310001 36.119999 34.119999 35.16 19204600 27.146312
"2008-12-11" 35.59 38.259998 34.84 35.32 22443300 27.269844
"2008-12-12" 34.709999 36.549999 34.369999 36.080002 14488400 27.856626
"2008-12-15" 36.330002 36.849998 35 35.720001 13770900 27.578677
"2008-12-16" 39.18 39.450001 36.16 39.18 22589800 30.250071
"2008-12-17" 37.32 38 36.75 37.299999 18745600 28.798561
"2008-12-18" 37.830002 37.880001 35.119999 35.950001 17463100 27.756255
"2008-12-19" 36.709999 37.220001 35.830002 36.389999 12716800 28.095969
"2008-12-22" 36.099998 36.27 34.02 34.790001 14906700 26.860643
"2008-12-23" 33.759998 33.880001 32.279999 32.790001 14086600 26.31571
"2008-12-24" 32.490002 32.950001 32.41 32.799999 2668300 26.323734
"2008-12-26" 32.880001 33.240002 32.23 33.060001 4120300 26.532399
"2008-12-29" 32.93 32.970001 31.93 32.700001 6384400 26.408833
"2008-12-30" 33.860001 34.290001 33.41 34.16 7234600 27.587942
"2008-12-31" 34.16 35.310001 34.02 34.990002 9452700 28.25826
"2009-01-02" 34.849998 37.400002 34.709999 36.700001 9887600 29.639271
"2009-01-05" 36.490002 39.240002 36.389999 38.080002 20790600 30.753773
"2009-01-06" 39.77 40.790001 39.119999 40.25 21317800 32.506285
"2009-01-07" 38.98 39.049999 37.200001 37.860001 18219400 30.576098
"2009-01-08" 37.470001 38.380001 36.860001 38.169998 16609800 30.826455
"2009-01-09" 38.810001 38.889999 37.09 37.91 16126900 30.616478
"2009-01-12" 37.09 37.139999 35.299999 35.830002 19883900 28.936652
"2009-01-13" 35.209999 36.759998 35.110001 36.049999 19469800 29.114324
"2009-01-14" 34.950001 34.950001 33.009998 33.689999 26611500 27.208365
"2009-01-15" 33.990002 35.259998 31.959999 34.869999 34127700 28.161344
"2009-01-16" 36.009998 36.220001 34.200001 35.380001 20525800 28.573227
"2009-01-20" 34.619999 34.98 32.529999 32.759998 23153400 26.457288
"2009-01-21" 33.75 35.34 32.990002 35.139999 19970600 28.379399
"2009-01-22" 33.84 34.639999 33.099998 34.139999 18919200 27.57179
"2009-01-23" 32.900002 35.07 32.650002 34.619999 17179100 27.959442
"2009-01-26" 34.700001 35.720001 34.220001 34.400002 15758900 27.78177
"2009-01-27" 34.900002 35.369999 34.389999 34.939999 13718200 28.217877
"2009-01-28" 36.169998 37.43 35.950001 36.849998 20554700 29.760411
"2009-01-29" 36.41 36.650002 35.790001 35.93 16983200 29.017412
"2009-01-30" 36.23 36.720001 35.060001 35.5 19176300 28.670139
"2009-02-02" 34.59 35.709999 34.130001 35.139999 12473800 28.379399
"2009-02-03" 35.34 36.68 35.049999 36.25 14319900 29.275846
"2009-02-04" 36.970001 38.389999 36.32 36.619999 24204400 29.574661
"2009-02-05" 36.5 38.23 36.029999 38.040001 22414300 30.721468
"2009-02-06" 38.330002 40.560001 38.110001 40.25 21251600 32.506285
"2009-02-09" 40.380001 41.029999 39.150002 39.799999 23010900 32.14286
"2009-02-10" 39.720001 40.389999 37.220001 37.84 28231000 30.559946
"2009-02-11" 38.669998 39.299999 37.139999 38.23 22099500 30.874913
"2009-02-12" 37.080002 38.689999 36.709999 38.509998 19236700 31.101043
"2009-02-13" 38.380001 39.349998 38.099998 38.990002 17472400 31.488698
"2009-02-17" 37.41 37.5 36.18 36.400002 21714100 29.396989
"2009-02-18" 36.77 36.830002 35.349998 35.799999 22308100 28.912422
"2009-02-19" 36.610001 36.98 35.599998 35.849998 17040400 28.952801
"2009-02-20" 34.43 34.990002 33.639999 34.450001 28957400 27.82215
"2009-02-23" 35.099998 35.279999 31.68 31.950001 28084600 25.803126
"2009-02-24" 32.110001 34.23 31.83 33.98 25533900 27.442572
"2009-02-25" 33.970001 35.080002 32.540001 34.290001 34259600 27.692932
"2009-02-26" 35.189999 35.779999 34.529999 34.700001 26120200 28.024052
"2009-02-27" 33.459999 35.080002 33.400002 34.200001 27201600 27.620248
"2009-03-02" 33.110001 33.349998 31.58 31.75 31270000 25.641603
"2009-03-03" 32.360001 32.950001 31.139999 32.18 27894300 25.988876
"2009-03-04" 33.540001 34.880001 33.360001 34.450001 33228400 27.82215
"2009-03-05" 33.400002 34.34 32.93 33.540001 24329300 27.087225
"2009-03-06" 34.049999 34.830002 32.68 33.470001 24602400 27.030693
"2009-03-09" 32.82 33.98 32.790001 33.02 21054200 26.667268
"2009-03-10" 34.18 35.689999 34.040001 35.599998 31465400 28.750899
"2009-03-11" 36.130001 36.32 34.880001 35.52 25205000 28.686292
"2009-03-12" 35.470001 36.73 35.060001 36.66 23513600 29.606966
"2009-03-13" 37.040001 37.200001 35.700001 36.43 23509200 29.421216
"2009-03-16" 36.93 37.82 36.09 36.139999 24441600 29.187009
"2009-03-17" 35.970001 37.34 35.66 37.290001 20582100 30.115761
"2009-03-18" 36.990002 38.580002 36.130001 38.220001 32207100 30.866838
"2009-03-19" 39.470001 39.529999 38.279999 38.610001 29261000 31.181806
"2009-03-20" 38.450001 39.139999 38 38.049999 22908600 30.729543
"2009-03-23" 39.07 40.91 39.060001 40.889999 24312000 33.023154
"2009-03-24" 39.93 40.189999 39.310001 39.470001 18476100 31.87635
"2009-03-25" 39.830002 40.799999 38.98 39.91 25494800 32.231697
"2009-03-26" 40.549999 40.990002 40.080002 40.849998 18907700 32.990849
"2009-03-27" 39.73 39.959999 39.009998 39.200001 14810500 31.658295
"2009-03-30" 38 38 36.790001 37.220001 22152000 30.059229
"2009-03-31" 38.169998 38.59 37.580002 37.700001 18284100 30.446881
"2009-04-01" 37.48 39.419998 37.240002 39.240002 19925400 31.6906
"2009-04-02" 41.32 42.290001 41.150002 41.830002 25395400 33.782309
"2009-04-03" 42.16 43.259998 41.889999 42.950001 26709000 34.686831
"2009-04-06" 42.23 42.459999 41.48 42.23 15780700 34.105351
"2009-04-07" 41.610001 42.439999 41.400002 41.959999 16481100 33.887296
